Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-11.59, -68.47, -4586, -21234, 7026 , -3901, -3882, -110
-13.07, -65.67, -4974, -20046, 7592 , -3053, -3722, 636
-15.76, -61.52, -5592, -18102, 8090 , -2840, -3076, 856
-18.13, -56.97, -6076, -16372, 8756 , -3107, -2600, 576
-17.58, -56.05, -5506, -15126, 8580 , -3921, -1786, -142
-12.41, -58.03, -3608, -14246, 8138 , -5088, 114, -1187
-3.68, -63.47, -962, -13398, 6628 , -6559, 1904, -2416
3.69, -68.62, 896, -12980, 5012 , -8378, 3297, -3352
6.96, -75.48, 1718, -13728, 3124 , -9749, 4272, -4253
6.76, -83.16, 1858, -15686, 360 , -10567, 4137, -5240
4.64, -83.03, 1566, -19226, -1770 , -10422, 2814, -6023
5.32, -78.95, 2104, -22300, -3830 , -9020, -332, -6324
6.93, -79.57, 3116, -25422, -3518 , -6433, -2534, -6340
9.20, -80.30, 4340, -26778, -1522 , -4185, -4121, -5843
9.41, -79.18, 4364, -26222, 2498 , -2676, -4083, -4943
9.32, -75.42, 4154, -24834, 4970 , -2350, -2157, -3936
9.10, -73.69, 3716, -22554, 5474 , -2693, 1932, -3034
6.18, -75.89, 2266, -20416, 4622 , -2889, 5930, -2123
3.57, -77.76, 1138, -17862, 3718 , -2735, 9474, -1526
1.04, -79.21, 294, -15906, 3030 , -2655, 12606, -1012
-0.09, -83.10, -22, -14464, 1762 , -2900, 14297, -687
-1.15, -88.55, -258, -12836, 212 , -3680, 14808, -749
0.61, -83.67, 128, -11992, -1334 , -4642, 13781, -1023
2.50, -75.61, 520, -11538, -2922 , -5737, 11858, -1635
4.16, -69.30, 884, -11414, -4230 , -6990, 9370, -2254
4.39, -65.76, 1008, -12006, -5320 , -7776, 6899, -2784
3.01, -64.04, 748, -12830, -6210 , -8225, 5634, -3066
-0.92, -65.61, -242, -13682, -6208 , -8276, 5184, -3099
-5.77, -67.68, -1550, -14260, -5656 , -8023, 5148, -3037
-10.99, -70.95, -2968, -14718, -4138 , -7580, 5337, -2982
-13.99, -71.99, -3900, -15344, -3126 , -6959, 5377, -2975
-14.84, -72.97, -4274, -15956, -2394 , -6303, 5118, -3001
-13.41, -74.88, -4018, -16734, -2102 , -5544, 4482, -3061
-9.19, -78.23, -2802, -17184, -2250 , -4904, 3621, -3181
-4.34, -80.96, -1314, -17174, -2410 , -4259, 2826, -3342
-0.99, -82.06, -294, -16840, -2342 , -3936, 1852, -3500
1.35, -82.63, 384, -16204, -2074 , -3895, 1085, -3762
5.12, -81.39, 1398, -15506, -1902 , -4311, 628, -4004
