Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-20.58,-68.36,-7656,-20250,-2488,-3766,3753,-1968
-16.08,-73.1,-5612,-19390,-1842,-3893,1651,-2114
-10.31,-78.35,-3336,-18260,-1772,-4092,138,-2175
-5.67,-81.44,-1722,-17248,-1958,-4175,-983,-2180
-2.1,-83.55,-620,-16802,-1808,-4090,-1565,-2267
-2.37,-86.58,-692,-16720,-738,-3929,-1970,-2590
-4.44,-85.56,-1316,-16964,202,-3885,-2443,-3145
-4.92,-85.07,-1498,-17398,210,-3992,-2680,-3804
-2.12,-87.5,-666,-17954,-440,-4109,-2457,-4035
0.28,-87.55,90,-18608,-806,-4100,-2003,-4031
2.85,-87.09,960,-19258,-256,-4084,-1844,-3784
2.87,-87.15,1006,-20108,-138,-4109,-1565,-3406
1.07,-88.64,398,-21376,-342,-4133,-1038,-3137
-1.66,-88.36,-680,-23474,-116,-4190,-618,-2918
-4.2,-85.75,-1910,-25996,396,-4244,-437,-2643
-6.25,-83.26,-3134,-28608,-1322,-4074,-138,-2054
-6.66,-78.95,-3498,-29626,-4632,-3304,286,-1179
-7.08,-75.88,-3514,-27644,-6024,-2313,-243,66
-7.46,-76.52,-3098,-23220,-4644,-1464,-1655,1614
-7.28,-79.62,-2298,-17834,-2342,-1197,-2706,2650
-5.82,-84.11,-1476,-14488,-294,-1430,-2966,3298
-0.06,-86.97,-14,-12546,674,-1902,-2300,3550
5.65,-83.87,1168,-11804,514,-2560,-856,3446
5.61,-84.33,1192,-12146,-236,-3078,1271,2924
2.85,-85.42,654,-13128,-836,-3545,2468,2179
-2.35,-84.76,-614,-14916,-1236,-4023,3237,886
-7.2,-80.95,-2198,-17320,-1690,-4204,3147,-435
-8.86,-78.04,-3012,-19140,-2736,-4107,2194,-1711
-9.14,-77.12,-3318,-20372,-3288,-3727,1204,-2854
-7.96,-78.2,-2920,-20640,-3192,-3260,166,-3457
-5.64,-80.28,-1986,-19912,-2790,-2743,-604,-3652
-4.01,-82.09,-1304,-18462,-2224,-2106,-1243,-3452
-3.38,-83.62,-988,-16680,-1596,-1693,-1788,-2985
-4.39,-85.37,-1194,-15572,-442,-1503,-2159,-2279
-6.67,-83.35,-1718,-14694,-148,-1496,-2643,-1699
-9.26,-80.25,-2342,-14356,-808,-1408,-3311,-1285
-11.05,-78.47,-2802,-14332,-872,-1189,-3751,-1005
-11.68,-78.26,-2966,-14344,-394,-999,-3925,-892
-11.39,-78.6,-2882,-14306,-268,-994,-3774,-843
-10.18,-79.46,-2576,-14338,-734,-1129,-3375,-747
-9.34,-78.71,-2380,-14380,-1624,-1156,-2934,-603
-10.18,-76.19,-2632,-14462,-2406,-974,-2638,-462
-11.83,-73.59,-3130,-14648,-2982,-646,-2581,-289
-13.41,-72.43,-3614,-14856,-3028,-254,-2697,-98
-15.23,-73.97,-4072,-14904,-1362,-160,-3217,211
-17.0,-72.73,-4526,-14788,860,-530,-4346,640
-17.22,-70.43,-4510,-14362,2416,-1646,-5747,975
-17.04,-72.45,-4364,-14206,1114,-2537,-6613,1269
-16.22,-72.71,-4168,-14254,-1550,-2670,-6851,1429
-15.66,-70.73,-4100,-14340,-2902,-2099,-7036,1505
-15.35,-70.92,-4030,-14396,-2940,-1550,-6961,1525
-13.85,-72.93,-3672,-14666,-2626,-1337,-6392,1590
-13.01,-73.42,-3504,-14920,-2748,-1382,-5384,1683
-12.87,-74.1,-3514,-15180,-2540,-1498,-4992,1696
-13.53,-74.04,-3798,-15616,-2370,-1381,-5253,1642
-14.75,-73.73,-4200,-15842,-1958,-901,-5833,1580
-16.09,-73.67,-4498,-15582,-836,-491,-7159,1580
-17.78,-72.11,-4786,-14920,-632,-549,-8410,1596
-18.8,-69.23,-4898,-14214,-2276,-540,-9040,1642
-18.05,-66.36,-4656,-13768,-3842,190,-9446,1757
-16.97,-66.94,-4276,-13480,-3842,1087,-9892,2021
-15.97,-72.11,-3786,-13098,-1902,1531,-10365,2301
-14.73,-75.24,-3382,-12868,-342,1052,-11022,2489
-11.95,-76.99,-2788,-13128,-1216,390,-11089,2566
-8.47,-74.83,-2096,-13732,-3090,513,-10624,2570
-5.4,-79.45,-1344,-14042,-2254,993,-10597,2753
-2.76,-85.8,-684,-14198,-802,1134,-10693,3115
-0.93,-86.67,-232,-14206,-804,1176,-10130,3518
0.17,-87.01,42,-13872,-734,1434,-9315,3986
3.25,-84.88,766,-13448,-944,1654,-8460,4435
6.09,-80.4,1452,-13510,-1778,1745,-7141,4845
7.58,-79.42,1848,-13784,-1806,1858,-5989,5224
8.54,-77.45,2138,-14060,-2300,2034,-4697,5559
8.23,-79.45,2108,-14486,-1702,2157,-3987,5744
6.79,-82.88,1778,-14926,-594,2327,-4014,5714
5.89,-84.03,1580,-15316,328,2390,-3460,5464
5.0,-82.05,1360,-15470,1692,1933,-2418,5120
3.25,-86.1,876,-15400,600,1202,-1759,4747
1.05,-81.49,288,-15512,-2314,817,-1143,4571
-1.09,-79.18,-306,-15786,-3014,704,-689,4546
-4.8,-80.48,-1370,-16140,-2348,420,-616,4530
-12.06,-75.34,-3586,-16616,-2476,221,-1059,4175
-18.01,-68.68,-5544,-16706,-3456,224,-1887,3561
-20.82,-64.73,-6526,-16608,-4368,390,-2830,2803
-22.01,-64.15,-6786,-16296,-4058,807,-3699,2011
-22.71,-64.95,-6596,-15480,-3002,1163,-4866,1549
-21.77,-65.79,-6028,-14828,-2872,1353,-6072,1282
-19.02,-68.22,-5000,-14254,-2748,1403,-6796,1271
-16.13,-71.77,-4132,-14128,-2162,1283,-7319,1419
-11.72,-76.63,-3004,-14398,-1658,970,-7301,1677
-7.81,-80.92,-2044,-14862,-1230,574,-6931,1872
-4.01,-83.77,-1080,-15354,-1296,179,-6263,1968
