Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-21.23, -68.78, -8356, -21514, -448 , 6833, -19279, 4390
-20.58, -69.44, -8188, -21818, 430 , 6882, -19819, 3770
-16.73, -73.17, -6462, -21488, 840 , 7027, -20842, 3849
-10.91, -78.48, -3974, -20588, 1398 , 7362, -21643, 4857
-6.44, -80.43, -2194, -19296, 2420 , 7518, -21909, 6062
-2.96, -79.83, -978, -18634, 3212 , 7410, -21598, 7296
-1.18, -77.89, -372, -17680, 3788 , 7134, -20613, 7944
2.12, -79.19, 648, -17236, 3238 , 6882, -19264, 8518
4.53, -81.07, 1390, -17390, 2366 , 7359, -18112, 9177
5.97, -81.23, 1840, -17482, 1988 , 8226, -16802, 9838
4.36, -81.19, 1330, -17304, 2342 , 9044, -15860, 10192
2.57, -82.25, 772, -17058, 2202 , 9770, -15442, 10100
0.82, -83.04, 242, -16790, 2048 , 10211, -15443, 9696
-1.81, -81.13, -516, -16148, 2480 , 10260, -15704, 9169
-5.25, -77.48, -1456, -15540, 3142 , 9719, -15810, 8531
-8.32, -76.12, -2226, -14934, 2958 , 8606, -15495, 7821
-10.77, -75.70, -2780, -14426, 2422 , 7559, -15147, 7411
-13.31, -74.80, -3378, -14166, 1866 , 6527, -15072, 7055
-16.22, -72.03, -4080, -13900, 1940 , 5223, -15321, 6819
-19.36, -68.30, -4920, -13794, 2454 , 3980, -15868, 6666
-21.58, -64.60, -5586, -13720, 3370 , 2337, -16455, 6603
-23.21, -61.96, -6084, -13628, 3978 , 913, -17008, 6656
-23.52, -61.46, -6170, -13584, 4080 , -586, -17527, 6910
-22.52, -62.94, -5980, -13910, 3854 , -1611, -18406, 7237
-21.85, -64.14, -5836, -14112, 3586 , -2590, -19243, 7597
-21.69, -65.39, -5778, -14214, 3024 , -3249, -20110, 7757
-20.45, -67.71, -5416, -14346, 2320 , -3828, -20604, 7825
-18.29, -70.35, -4768, -14312, 1866 , -4375, -20911, 7827
-15.26, -73.30, -3914, -14248, 1740 , -4846, -21130, 7859
-12.84, -74.60, -3284, -14252, 2170 , -5433, -21264, 7850
-11.62, -74.06, -2966, -14162, 2766 , -6151, -21319, 7801
-11.12, -73.95, -2816, -14032, 2906 , -7170, -21124, 7626
-11.89, -73.05, -3002, -13938, 3018 , -8115, -20700, 7341
-13.64, -72.29, -3422, -13828, 2808 , -9184, -20390, 6901
-14.96, -72.14, -3782, -13948, 2448 , -9971, -20340, 6431
-15.14, -73.07, -3838, -14058, 1916 , -10552, -20508, 5874
-13.79, -74.84, -3530, -14300, 1620 , -10875, -20598, 5413
-12.63, -75.94, -3288, -14590, 1620 , -11182, -20369, 4881
-11.83, -76.73, -3138, -14898, 1606 , -11522, -19905, 4373
-10.62, -77.64, -2840, -15054, 1698 , -11983, -19713, 3813
-9.96, -78.23, -2696, -15272, 1712 , -12307, -19717, 3261
-7.70, -80.18, -2072, -15244, 1650 , -12591, -19657, 2740
-5.88, -82.30, -1574, -15230, 1346 , -12746, -19416, 2457
-4.67, -83.64, -1274, -15558, 1194 , -12750, -19235, 2261
-5.89, -82.45, -1632, -15762, 1324 , -12665, -19238, 2178
-9.17, -79.76, -2604, -16088, 1318 , -12561, -19553, 2096
-12.99, -76.80, -3734, -16176, 730 , -12383, -20163, 2039
-16.59, -73.45, -4842, -16260, 26 , -11934, -20909, 1967
-18.95, -71.02, -5622, -16378, -506 , -11424, -22085, 1947
-19.92, -69.96, -5946, -16400, -748 , -10858, -22886, 1902
-19.18, -70.68, -5670, -16290, -784 , -10562, -23218, 1892
-15.95, -73.98, -4638, -16232, -552 , -10420, -23347, 1823
-10.69, -79.11, -3092, -16368, -656 , -10268, -23754, 1754
-2.29, -85.49, -664, -16564, -1140 , -9911, -23955, 1772
4.94, -82.06, 1466, -16852, -1852 , -9344, -23466, 1825
12.01, -75.63, 3664, -17066, -2406 , -8378, -22284, 1863
16.02, -72.54, 4886, -16894, -2120 , -7088, -20539, 1868
19.93, -69.76, 6050, -16660, -1132 , -6169, -17810, 1969
21.65, -68.40, 6428, -16204, -60 , -5668, -14967, 2045
23.18, -66.57, 6690, -15600, 1048 , -5652, -12253, 2247
21.49, -67.28, 6152, -15492, 2092 , -5743, -10666, 2195
20.09, -68.21, 5616, -15188, 2334 , -5607, -9694, 2001
19.20, -68.30, 5368, -15166, 2784 , -5221, -9453, 2139
12.83, -75.25, 3698, -16112, 2104 , -4700, -8631, 2118
