Pitch,Roll,AccelerometerX,AccelerometerY,AccelerometerZ,GyroscopeX,GyroscopeY,GyroscopeZ
-10.00, -72.05, -2606, -14280, 3836 , 1353, 18167, -5004
-9.39, -75.48, -2418, -14352, 2838 , 492, 17278, -5161
-8.29, -80.52, -2090, -14302, 1176 , -29, 16797, -5228
-7.10, -82.87, -1812, -14544, 262 , -296, 16688, -5209
-6.14, -83.37, -1594, -14808, 680 , -529, 16730, -5184
-5.45, -80.92, -1440, -14982, 1926 , -924, 16929, -5160
-2.73, -78.70, -738, -15214, 2960 , -1547, 17222, -5089
1.87, -78.03, 510, -15274, 3210 , -1972, 17557, -4960
6.00, -77.24, 1656, -15466, 3100 , -2131, 17918, -4856
6.55, -77.05, 1848, -15782, 3138 , -2133, 18109, -4966
5.77, -79.91, 1662, -16292, 2390 , -1992, 18447, -5285
4.86, -82.55, 1456, -17032, 1704 , -1563, 19201, -5819
4.49, -83.74, 1380, -17526, 1356 , -1007, 20430, -6228
4.06, -83.84, 1274, -17888, 1470 , -352, 21500, -6640
3.53, -84.48, 1104, -17830, 1340 , -56, 22521, -6924
3.33, -85.04, 1032, -17684, 1154 , -107, 23647, -7143
2.27, -84.66, 694, -17438, 1488 , -378, 24473, -7341
1.65, -84.74, 498, -17200, 1516 , -673, 25127, -7381
0.56, -85.25, 168, -17106, 1424 , -832, 25683, -7311
-1.39, -86.38, -410, -16880, 1000 , -824, 25678, -7167
-4.56, -85.02, -1328, -16638, 614 , -687, 25417, -7031
-7.94, -81.56, -2288, -16382, 858 , -664, 25434, -6852
-10.54, -78.98, -3002, -16118, 956 , -806, 25847, -6595
-11.46, -78.15, -3174, -15634, 876 , -1090, 26302, -6270
-11.87, -77.17, -3258, -15450, 1358 , -1468, 26204, -5947
-11.94, -76.99, -3238, -15250, 1418 , -2016, 25448, -5635
-12.46, -76.03, -3334, -15000, 1700 , -2434, 24439, -5440
-12.95, -75.41, -3398, -14684, 1770 , -2990, 23798, -5247
-13.14, -75.48, -3526, -15022, 1668 , -3514, 23145, -5093
-12.85, -76.23, -3660, -15992, 1434 , -4167, 22454, -5014
-12.52, -76.67, -3806, -17086, 1412 , -4754, 21673, -5017
-11.67, -78.27, -3652, -17690, 496 , -5007, 21271, -4866
-9.78, -79.98, -3024, -17534, -730 , -4578, 20973, -4502
-9.20, -80.61, -2844, -17566, -648 , -3900, 20717, -3935
-9.49, -79.81, -3242, -19352, 1298 , -3254, 19624, -3355
-12.57, -75.82, -5038, -22446, 2640 , -2641, 16950, -2766
-19.44, -70.24, -9022, -25518, 1732 , -1412, 15539, -2314
-25.01, -65.02, -12382, -26552, 354 , -44, 15277, -2057
-29.29, -60.53, -14014, -24938, 1660 , 1083, 14602, -1351
-30.82, -58.05, -13132, -21752, 3472 , 1438, 12242, -184
-27.67, -60.32, -9882, -18494, 3702 , 1196, 9841, 1306
-22.50, -64.12, -6278, -14762, 3466 , 673, 7711, 2300
-15.67, -70.64, -3522, -12306, 2522 , 203, 6108, 2807
-11.38, -76.26, -2206, -10862, 1492 , -161, 4855, 2769
-11.92, -77.82, -2168, -10266, 494 , -687, 3906, 2366
-10.65, -79.38, -1956, -10404, -92 , -1391, 3774, 2093
-11.62, -78.31, -2428, -11810, 338 , -2281, 3917, 1868
-11.72, -77.82, -2906, -13986, 854 , -3198, 3905, 1493
-9.88, -79.70, -2758, -15826, 852 , -3637, 4183, 1054
-5.75, -84.20, -1730, -17190, 318 , -3601, 4062, 720
-1.97, -86.05, -624, -18162, -1104 , -2898, 3715, 590
1.48, -82.95, 476, -18334, -2232 , -1820, 3554, 725
2.98, -82.25, 970, -18520, -2340 , -823, 4285, 891
2.45, -85.21, 794, -18520, -1350 , -56, 5437, 1005
1.44, -87.02, 466, -18494, -858 , 469, 6713, 1080
0.59, -87.81, 188, -18308, -690 , 1011, 8016, 1117
-0.12, -87.60, -38, -17794, -758 , 1536, 8826, 1156
-2.51, -86.50, -750, -17110, -748 , 1876, 9462, 1084
-6.36, -83.22, -1844, -16548, -724 , 1806, 9929, 942
-9.99, -79.63, -2874, -16304, -844 , 1427, 10297, 800
-11.67, -77.90, -3366, -16278, -968 , 839, 10797, 747
-12.09, -77.05, -3504, -16314, -1374 , 217, 11108, 715
-11.20, -76.54, -3298, -16514, -2198 , -329, 11477, 640
-11.13, -75.13, -3366, -16864, -2972 , -468, 11818, 439
-8.94, -76.74, -2724, -17062, -2974 , -705, 12070, 189
-7.19, -76.65, -2222, -17268, -3458 , -905, 12212, -56
-4.55, -75.82, -1432, -17490, -4194 , -743, 12532, -210
-1.40, -77.56, -446, -17800, -3914 , -224, 13114, -344
0.59, -78.62, 190, -18092, -3648 , 300, 13774, -557
1.84, -78.98, 598, -18250, -3516 , 886, 14641, -904
3.56, -80.02, 1152, -18268, -3014 , 1461, 15622, -1198
4.42, -81.22, 1412, -18128, -2432 , 1833, 16781, -1389
3.95, -80.10, 1226, -17554, -2822 , 2132, 17806, -1515
2.02, -80.57, 604, -16932, -2758 , 2615, 18590, -1574
-0.34, -82.80, -98, -16346, -2074 , 2800, 19219, -1576
-2.54, -83.94, -710, -15930, -1548 , 2672, 19532, -1567
-5.60, -81.78, -1538, -15594, -1660 , 2507, 19793, -1515
-7.91, -79.50, -2154, -15394, -1890 , 2492, 19757, -1440
-10.17, -76.85, -2754, -15190, -2256 , 2472, 19440, -1294
-12.53, -74.09, -3436, -15234, -2674 , 2441, 19273, -1085
-15.19, -72.84, -4254, -15514, -2224 , 2471, 19001, -809
-17.11, -71.70, -4876, -15738, -1850 , 2429, 18663, -561
-18.54, -69.69, -5400, -15930, -2394 , 2379, 18328, -278
-19.26, -68.79, -5694, -16098, -2596 , 2395, 17889, -98
-19.26, -68.58, -5756, -16250, -2766 , 2515, 17305, 54
-18.55, -68.97, -5556, -16306, -2928 , 2759, 16806, 226
-17.17, -70.67, -5106, -16324, -2620 , 3183, 16424, 333
-15.54, -73.09, -4572, -16332, -1964 , 3384, 16221, 443
-14.22, -74.47, -4192, -16452, -1850 , 3565, 16280, 481
-13.84, -75.36, -4098, -16584, -1440 , 3855, 16350, 468
-13.09, -76.46, -3882, -16668, -1062 , 4230, 16426, 425
-12.89, -76.49, -3798, -16566, -1226 , 4462, 16746, 331
-13.65, -75.48, -3996, -16398, -1468 , 4542, 17169, 200
-15.61, -73.96, -4518, -16140, -1112 , 4552, 17252, 59
-17.23, -72.31, -4974, -16006, -1196 , 4530, 17203, -109
-18.58, -71.10, -5310, -15768, -1034 , 4535, 17294, -297
-18.90, -70.92, -5402, -15762, -810 , 4400, 17141, -432
-18.81, -70.82, -5366, -15720, -1104 , 4329, 16893, -603
-18.95, -70.62, -5468, -15886, -1206 , 4343, 16834, -741
-18.79, -70.91, -5448, -15990, -1028 , 4368, 16784, -981
-17.41, -72.31, -5056, -16100, -964 , 4416, 16616, -1187
-15.31, -74.31, -4494, -16392, -1060 , 4577, 16466, -1421
-12.75, -76.54, -3758, -16564, -1298 , 4824, 16585, -1691
-10.84, -78.32, -3198, -16658, -1310 , 5016, 16778, -1875
-8.90, -80.29, -2596, -16542, -1160 , 5206, 16903, -2103
-7.86, -80.97, -2254, -16290, -1300 , 5357, 17168, -2283
-7.29, -80.87, -2074, -16146, -1580 , 5626, 17479, -2418
-6.67, -80.79, -1896, -16130, -1820 , 5972, 17772, -2437
-6.26, -81.37, -1804, -16362, -1726 , 6317, 17953, -2357
-7.48, -80.44, -2218, -16816, -1780 , 6731, 18117, -2324
-9.49, -78.62, -2848, -16940, -1894 , 7023, 18300, -2367
-11.46, -76.87, -3482, -17076, -1960 , 7194, 18512, -2458
-12.45, -75.68, -3774, -16962, -2150 , 7295, 18724, -2514
-12.83, -75.39, -3846, -16766, -2102 , 7349, 18920, -2431
-12.17, -76.58, -3604, -16634, -1692 , 7392, 19225, -2269
-9.98, -79.22, -2924, -16580, -1218 , 7345, 19513, -1958
